1520021557-8,http://sis-teach-01.sis.pitt.edu/spring2018/jid17/0to820url.html,http://www.nytimes.com/2017/01/05/movies/a-different-american-dream-review.html,http://www.nytimes.com/2017/01/05/movies/a-different-american-dream-review.html,"We don‰Ûªt actually see any of the environmental damage or social disruption, and there are no succinct summations of the timeline or the issues as in a traditional documentary, a decision that costs the film some urgency. The speakers meander, and the film seems unfocused. But perhaps that‰Ûªs the point. A recurring theme of the speakers is that they are resigned to having their concerns disregarded; it is, they say, just another example in a long history of cavalier treatment of American Indians and their heritage. Certainly, at this point, the oil work is not going to be stopped. Mr. Brook and Ms. Wells are in a sense not documenting a controversy at all; they are capturing an endemic, heartbreaking defeatism."
1520021557-6,http://sis-teach-01.sis.pitt.edu/spring2018/jid17/0to820url.html,http://www.nytimes.com/2017/01/05/movies/a-different-american-dream-review.html,http://www.nytimes.com/2017/01/05/movies/a-different-american-dream-review.html,"‰ÛÏA Different American Dream‰Ûù takes an unfamiliar approach to documenting the controversy surrounding oil exploration on tribal lands in North Dakota. It‰Ûªs not particularly successful, having the odd effect of making the issues seem less urgent than they are, but at least it lets opponents of the drilling be heard at longer than sound-bite length."
1520021557-7,http://sis-teach-01.sis.pitt.edu/spring2018/jid17/0to820url.html,http://www.nytimes.com/2017/01/05/movies/a-different-american-dream-review.html,http://www.nytimes.com/2017/01/05/movies/a-different-american-dream-review.html,"Oil company operations on the lands of the American Indian confederation known as the Mandan, Hidatsa and Arikara Nation have caused all sorts of upheaval and have left residents divided over whether the oil revenue is a good or a bad thing. The filmmakers, Simon Brook (writer and director) and Jane Wells (writer and producer), basically allow a handful of opponents to talk at length about their concerns. (The pro-oil faction gets only a brief hearing.) The worries cover a broad range: environmental degradation, disruption of ancestral lands and traditions, demographic changes, uneven distribution of the oil revenue and more."
1520021570-34,http://sis-teach-01.sis.pitt.edu/spring2018/jid17/0to820url.html,http://www.nytimes.com/2017/01/05/movies/accidental-courtesy-daryl-davis-race-america-review.html,http://www.nytimes.com/2017/01/05/movies/accidental-courtesy-daryl-davis-race-america-review.html,"Stories like that make a particular moment in this movie even more pertinent: Mr. Davis, speaking to Faith Morris of the National Civil Rights Museum in Memphis, poses a knotty question about how far his cause of eliminating race hate has yet to go. Her reply: ‰ÛÏHow long is this documentary going to be?‰Ûù"
1520021570-31,http://sis-teach-01.sis.pitt.edu/spring2018/jid17/0to820url.html,http://www.nytimes.com/2017/01/05/movies/accidental-courtesy-daryl-davis-race-america-review.html,http://www.nytimes.com/2017/01/05/movies/accidental-courtesy-daryl-davis-race-america-review.html,He goes to the Lincoln Memorial and points out the spot where the Rev. Dr. Martin Luther King Jr. delivered his ‰ÛÏI Have a Dream‰Ûù speech.
1520021570-29,http://sis-teach-01.sis.pitt.edu/spring2018/jid17/0to820url.html,http://www.nytimes.com/2017/01/05/movies/accidental-courtesy-daryl-davis-race-america-review.html,http://www.nytimes.com/2017/01/05/movies/accidental-courtesy-daryl-davis-race-america-review.html,"The African-American musician Daryl Davis, a journeyman who has played backup for Chuck Berry, has an unusual hobby. He cultivates cordial relationships with prominent racists ‰ÛÓ Ku Klux Klan leaders, front men for neo-Nazi groups and so on ‰ÛÓ and through a form of friendly persuasion, tries to steer them from their bigotry."
1520021570-30,http://sis-teach-01.sis.pitt.edu/spring2018/jid17/0to820url.html,http://www.nytimes.com/2017/01/05/movies/accidental-courtesy-daryl-davis-race-america-review.html,http://www.nytimes.com/2017/01/05/movies/accidental-courtesy-daryl-davis-race-america-review.html,"‰ÛÏAccidental Courtesy: Daryl Davis, Race & America,‰Ûù directed by Matt Ornstein, begins by showing Mr. Davis tooling around the D.C. area, where he lives. He speaks with friends and neighbors, some African-American, some not. One of his stops is Ben‰Ûªs Chili Bowl, where he interviews the owner, Virginia Ali, a friend, about progress and setbacks in race relations."
1520021570-32,http://sis-teach-01.sis.pitt.edu/spring2018/jid17/0to820url.html,http://www.nytimes.com/2017/01/05/movies/accidental-courtesy-daryl-davis-race-america-review.html,http://www.nytimes.com/2017/01/05/movies/accidental-courtesy-daryl-davis-race-america-review.html,"The movie follows Mr. Davis to Los Angeles, where he delivers a lecture. He tells his audience, ‰ÛÏAlways keep the lines of communication with your antagonist open,‰Ûù because ‰ÛÏif you‰Ûªre talking, you‰Ûªre not fighting.‰Ûù Then we see him patiently talking with white men and women who hold the most repellent views imaginable. When Mr. Davis tries to share his philosophy with Black Lives Matter activists, however, the discussion gets very heated ‰ÛÓ on both sides."
1520021570-33,http://sis-teach-01.sis.pitt.edu/spring2018/jid17/0to820url.html,http://www.nytimes.com/2017/01/05/movies/accidental-courtesy-daryl-davis-race-america-review.html,http://www.nytimes.com/2017/01/05/movies/accidental-courtesy-daryl-davis-race-america-review.html,"This movie arrives two weeks after Carl Paladino, a white political operative and ally of President-elect Donald J. Trump, equated the first lady, Michelle Obama, to a gorilla, then said in a follow-up interview that his remarks were ‰ÛÏnot racist.‰Ûù"
1520021560-10,http://sis-teach-01.sis.pitt.edu/spring2018/jid17/0to820url.html,http://www.nytimes.com/2017/01/05/movies/arsenal-review-nicolas-cage.html,http://www.nytimes.com/2017/01/05/movies/arsenal-review-nicolas-cage.html,"Steven C. Miller is not such a director. And while Mr. Cage anchors only a few scenes in Mr. Miller‰Ûªs ‰ÛÏArsenal,‰Ûù his name is the biggest hook on which the movie hangs. Playing Eddie, a Mississippi crime boss, he hides beneath impenetrable shades, a dead-beaver wig and a joke shop nose-and-mustache combo ‰ÛÓ a disguise that reprises the one he wore as another Eddie in the 1993 thriller ‰ÛÏDeadfall.‰Ûù This time it frees him to indulge a character distinguished mainly by flying-spittle rages, which the cinematographer, Brandon Cox, captures with undeserving and wobbly reverence."
1520021560-9,http://sis-teach-01.sis.pitt.edu/spring2018/jid17/0to820url.html,http://www.nytimes.com/2017/01/05/movies/arsenal-review-nicolas-cage.html,http://www.nytimes.com/2017/01/05/movies/arsenal-review-nicolas-cage.html,"Nicolas Cage has been surviving on professional gruel for so long now that it seems churlish to ponder performances that, much like the movies around them, have bordered on cartoonish. An intelligent, occasionally eccentric actor, Mr. Cage has offbeat skills that have been best showcased by directors ‰ÛÓ like Martin Scorsese, Norman Jewison and Andrew Niccol ‰ÛÓ who know when to rein him in and when to let him fly."
